id,kural_tamil,kural_english,meaning_tamil,meaning_english,audio_tamil_url,audio_english_url,youtube_tamil_url,youtube_english_url,section_tamil,subsection_tamil,section_english,subsection_english,uri
753,பொருளென்னும் பொய்யா விளக்கம்\nஇருளறுக்கும் எண்ணிய தேயத்துச் சென்று,பொருளென்னும் பொய்யா விளக்கம்\nஇருளறுக்கும் எண்ணிய தேயத்துச் சென்று,"பொருள்‌ என்று சொல்லப்படுகின்ற நந்தாவிளக்கு, நினைத்த இடத்திற்குச்‌ சென்று உள்ள இடையூற்றைக்‌ கெடுக்கும்‌.",The imperishable light of wealth goes into regions desired (by its owner) and destroys the darkness(of enmity therein).,,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
754,அறன்ஈனும் இன்பமும் ஈனும்\nதிறனறிந்து தீதின்றி வந்த பொருள்,அறன்ஈனும் இன்பமும் ஈனும்\nதிறனறிந்து தீதின்றி வந்த பொருள்,சேர்க்கும்‌ திறம்‌ அறிந்து தீமை ஒன்றும்‌ இல்லாமல்‌ சேர்க்கப்பட்டு வந்த செல்வத்தின்‌ ஆக்கத்தைப்‌ பெற்று மகிழாமல்‌ அதைத்‌ தீமையானது என்று நீக்கிவிட வேண்டும்‌.,The wealth acquired with a knowledge of the proper means and without foul practices will yieldvirtue and happiness.,,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
755,அருளொடும் அன்பொடும் வாராப் பொருளாக்கம்\nபுல்லார் புரள விடல்,அருளொடும் அன்பொடும் வாராப் பொருளாக்கம்\nபுல்லார் புரள விடல்,அருளோடும்‌ அன்போடும்‌ பொருந்தாத வழிகளில்‌ வந்த செல்வத்தின்‌ ஆக்கத்தைப்‌ பெற்று மகிழாமல்‌ அதைத்‌ தீமையானது என்று நீக்கிவிட வேண்டும்‌.,(Kings) should rather avoid than seek the accumulation of wealth which does not flow in with mercyand love.,,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
756,உறுபொருளும் உல்கு பொருளும் தன் ஒன்னார்த்\nதெறுபொருளும் வேந்தன் பொருள்,உறுபொருளும் உல்கு பொருளும் தன் ஒன்னார்த்\nதெறுபொருளும் வேந்தன் பொருள்,"இறையாக வந்து சேரும்‌ பொருளும்‌, சுங்கமாகக்‌ கொள்ளும்‌ பொருளும்‌, தன்‌ பகைவரை வென்று திறமையாகக்‌ கொள்ளும்‌ பொருளும்‌ அரசனுடைய பொருள்களாகும்‌.","Unclaimed wealth, wealth acquired by taxes, and wealth (got) by conquest of foes are (all) thewealth of the king.",,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
757,அருளென்னும் அன்பீன் குழவி\nபொருளென்னும் செல்வச் செவிலியால் உண்டு,அருளென்னும் அன்பீன் குழவி\nபொருளென்னும் செல்வச் செவிலியால் உண்டு,"அன்பினால்‌ பெறப்பட்ட அருள்‌ என்று கூறப்படும்‌ குழந்தை, பொருள்‌ என்று கூறப்படும்‌ செல்வமுள்ள செவிலித்‌ தாயால்‌ வளர்வதாகும்‌.",The child mercy which is borne by love grows under the care of the rich nurse of wealth.,,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
758,குன்றேறி யானைப்போர் கண்டற்றால்\nதன்கைத்தொன்று உண்டாகச் செய்வான் வினை,குன்றேறி யானைப்போர் கண்டற்றால்\nதன்கைத்தொன்று உண்டாகச் செய்வான் வினை,"தன்‌ கைப்பொருள்‌ ஒன்று தன்னிடம்‌ இருக்க அதைக்‌ கொண்டு ஒருவன்‌ செயல்‌ செய்தல்‌, மலையின்மேல்‌ ஏறி, யானைப்‌ போரைக்‌ கண்டாற்‌ போன்றது.",An undertaking of one who has wealth in one’s hands is like viewing an elephant-fight from a hill-top.,,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
759,செய்க பொருளைச் செறுநர் செருக்கறுக்கும்\nஎஃகதனிற் கூரிய தில்,செய்க பொருளைச் செறுநர் செருக்கறுக்கும்\nஎஃகதனிற் கூரிய தில்,ஒருவன்‌ பொருளை ஈட்டவேண்டும்‌; அவனுடைய பகைவரின்‌ செருக்கைக்‌ கெடுக்கவல்ல வாள்‌ அதைவிடக்‌ கூர்மையானது வேறு இல்லை.,Accumulate wealth; it will destroy the arrogance of (your) foes; there is no weapon sharper than it.,,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
760,ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு\nஎண்பொருள் ஏனை இரண்டும் ஒருங்கு,ஒண்பொருள் காழ்ப்ப இயற்றியார்க்கு\nஎண்பொருள் ஏனை இரண்டும் ஒருங்கு,"சிறந்ததாகிய பொருளை மிகுதியாக ஈட்டியவர்க்கு, மற்ற அறமும்‌ இன்பமுமாகிய இரண்டும்‌ ஒருசேரக்‌ கை கூடும்‌ எளிய பொருளாகும்‌.","To those who have honestly acquired an abundance of riches, the other two, (virtue and pleasure)are things easy (of acquisition).",,,,,பொருட்பால்,பொருள்செயல்வகை,wealth,,
761,உறுப்பமைந்து ஊறஞ்சா வெல்படை\nவேந்தன் வெறுக்கையுள் எல்லாம் தலை,உறுப்பமைந்து ஊறஞ்சா வெல்படை\nவேந்தன் வெறுக்கையுள் எல்லாம் தலை,எல்லா உறுப்புக்களும்‌ நிறைந்ததாய்‌ இடையூறுகளுக்கு அஞ்சாததாய்‌ உள்ள வெற்றி தரும்‌ படை அரசனுடைய செல்வங்கள்‌ எல்லாவற்றிலும்‌ சிறந்ததாகும்‌.,The army which is complete in (its) parts and conquers without fear of wounds is the chief wealth ofthe king.,,,,,பொருட்பால்,படைமாட்சி,wealth,,
762,உலைவிடத்து ஊறஞ்சா வன்கண்\nதொலைவிடத்துத் தொல்படைக் கல்லால் அரிது,உலைவிடத்து ஊறஞ்சா வன்கண்\nதொலைவிடத்துத் தொல்படைக் கல்லால் அரிது,போரில்‌ அழிவு வந்தவிடத்தில்‌ வலிமை குன்றினாலும்‌ இடையூறுகளுக்கு அஞ்சாத அஞ்சாமை தொன்றுதொட்டுப்‌ பெருமை உடைய படைக்கு அல்லாமல்‌ முடியாது.,"Ancient army can alone have the valour which makes it stand by its king at the time of defeat,fearless of wounds and unmindful of its reduced strength.",,,,,பொருட்பால்,படைமாட்சி,wealth,,
763,ஒலித்தக்கால் என்னாம் உவரி எலிப்பகை\nநாகம் உயிர்ப்பக் கெடும்,ஒலித்தக்கால் என்னாம் உவரி எலிப்பகை\nநாகம் உயிர்ப்பக் கெடும்,எலியாகிய பகை கூடிக்‌ கடல்போல்‌ ஒலித்தாலும்‌ என்ன தீங்கு ஏற்படும்‌? பாம்பு மூச்சு விட்ட அளவில்‌ அவை கெட்டழியும்‌.,What if (a host of) hostile rats roar like the sea ? They will perish at the mere breath of the cobra.,,,,,பொருட்பால்,படைமாட்சி,wealth,,
764,அழிவின்றி அறைபோகா தாகி\nவழிவந்த வன்க ணதுவே படை,அழிவின்றி அறைபோகா தாகி\nவழிவந்த வன்க ணதுவே படை,"(போர்முனையில்‌) அழிவு இல்லாததாய்‌, பகைவருடைய வஞ்சனைக்கு இரையாகாததாய்‌, தொன்று தொட்டு வந்த அஞ்சாமை உடையதே படையாகும்‌.",That indeed is an army which has stood firm of old without suffering destruction or deserting (to theenemy).,,,,,பொருட்பால்,படைமாட்சி,wealth,,
765,கூற்றுடன்று மேல்வரினும் கூடி எதிர்நிற்கும்\nஆற்ற லதுவே படை,கூற்றுடன்று மேல்வரினும் கூடி எதிர்நிற்கும்\nஆற்ற லதுவே படை,"எமனே சினங்கொண்டு தன்மேல்‌ எதிர்த்து வந்தாலும்‌, ஒன்றாகத்‌ திரண்டு எதிர்த்து நிற்கும்‌ ஆற்றல்‌ உடையதே படையாகும்‌.","That indeed is an army which is capable of offering a united resistance, even if Yama advancesagainst it with fury.",,,,,பொருட்பால்,படைமாட்சி,wealth,,
766,மறமானம் மாண்ட வழிச்செலவு தேற்றம்\nஎனநான்கே ஏமம் படைக்கு,மறமானம் மாண்ட வழிச்செலவு தேற்றம்\nஎனநான்கே ஏமம் படைக்கு,"வீரம்‌, மானம்‌, சிறந்த வழியில்நடக்கும்‌ நடக்கை, தலைவரால்‌ நம்பித்‌ தெளியப்படுதல்‌ ஆகிய நான்கு பண்புகளும்‌ படைக்குச்‌ சிறந்தவையாகும்‌.","Valour, honour, following in the excellent-footsteps (of its predecessors) and trust-worthiness; thesefour alone constitute the safeguard of an army.",,,,,பொருட்பால்,படைமாட்சி,wealth,,
767,தார்தாங்கிச் செல்வது தானை\nதலைவந்த போர்தாங்கும் தன்மை அறிந்து,தார்தாங்கிச் செல்வது தானை\nதலைவந்த போர்தாங்கும் தன்மை அறிந்து,"தன்மேல்‌ எதிர்த்துவந்த பகைவரின்‌ போரைத்‌ தாங்கி, வெல்லும்‌ தன்மை அறிந்து, அவருடைய தூசிப்படையை எதிர்த்துச்‌ செல்லவல்லதே படையாகும்‌.","That is an army which knowing the art of warding off an impending struggle, can bear against thedust-van (of a hostile force).",,,,,பொருட்பால்,படைமாட்சி,wealth,,
768,அடல்தகையும் ஆற்றலும் இல்லெனினும் தானை\nபடைத்தகையால் பாடு பெறும்,அடல்தகையும் ஆற்றலும் இல்லெனினும் தானை\nபடைத்தகையால் பாடு பெறும்,போர்‌ செய்யும்‌ வீரமும்‌ (எதிர்ப்பைத்‌ தாங்கும்‌) ஆற்றலும்‌ இல்லையானாலும்‌ படை தன்னுடைய அணி வகுப்பால்‌ பெருமை பெறும்‌.,"Though destitute of courage to fight and strength (to endure), an army may yet gain renown by thesplendour of its appearance.",,,,,பொருட்பால்,படைமாட்சி,wealth,,
769,சிறுமையும் செல்லாத் துனியும் வறுமையும்\nஇல்லாயின் வெல்லும் படை,சிறுமையும் செல்லாத் துனியும் வறுமையும்\nஇல்லாயின் வெல்லும் படை,"தன்‌ அளவு சிறிதாகத்‌ தேய்தலும்‌, தலைவரிடம்‌ நீங்காத வெறுப்பும்‌ வறுமையும்‌ இல்லாதிருக்குமானால்‌ அத்தகைய படை வெற்றிபெறும்‌.",An army can triumph (over its foes) if it is free from diminution; irremediable aversion and poverty.,,,,,பொருட்பால்,படைமாட்சி,wealth,,
770,நிலைமக்கள் சால உடைத்தெனினும் தானை\nதலைமக்கள் இல்வழி இல்,நிலைமக்கள் சால உடைத்தெனினும் தானை\nதலைமக்கள் இல்வழி இல்,"நெடுங்காலமாக நிலைத்திருக்கும்‌ வீரர்‌ பலரை உடையதே ஆனாலும்‌, தலைமை தாங்கும்‌ தலைவர்‌ இல்லாதபோது படைக்குப்‌ பெருமை இல்லையாகும்‌.","Though an army may contain a large number of permanent soldiers, it cannot last if it has nogenerals.",,,,,பொருட்பால்,படைமாட்சி,wealth,,
771,என்னைமுன் நில்லன்மின் தெவ்விர்\nபலரென்னை முன்நின்று கல்நின் றவர்,என்னைமுன் நில்லன்மின் தெவ்விர்\nபலரென்னை முன்நின்று கல்நின் றவர்,பகைவரே! என்னுடைய தலைவன்முன்‌ எதிர்த்து நிற்காதீர்கள்‌; என்னுடைய தலைவன்முன்‌ எதிர்த்து நின்று மடிந்து கல்வடிவாய்‌ நின்றவர்‌ பலர்‌.,"O my foes, stand not before my leader; (for) many are those who did so but afterwards stood (in theshape of) statues.",,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
772,கான முயலெய்த அம்பினில் யானை\nபிழைத்தவேல் ஏந்தல் இனிது,கான முயலெய்த அம்பினில் யானை\nபிழைத்தவேல் ஏந்தல் இனிது,"காட்டில்‌ ஓடும்‌ முயலை நோக்கிக்‌ குறிதவறாமல்‌ எய்த அம்பை ஏந்துதலைவிட, வெட்டவெளியில்‌ நின்ற யானை மேல்‌ எறிந்து தவறிய வேலை ஏந்துதல்‌ சிறந்தது.",It is more pleasant to hold the dart that has missed an elephant than that which has hit hare in theforest.,,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
773,பேராண்மை என்ப தறுகண்\nஒன் றுற்றக்கால் ஊராண்மை மற்றதன் எஃகு,பேராண்மை என்ப தறுகண்\nஒன் றுற்றக்கால் ஊராண்மை மற்றதன் எஃகு,பகைவரை எதிர்க்கும்‌ வீரத்தை மிக்க ஆண்மை என்று கூறுவர்‌; ஒரு துன்பம்‌ வந்தபோது பகைவர்க்கும்‌ உதவி செய்தலை அந்த ஆண்மையின்‌ கூர்மை என்று கூறுவர்‌.,The learned say that fierceness (incontest with a foe) is indeed great valour; but to become abenefactor in case of accident (to a foe) is the extreme (limit) of that valour.,,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
774,கைவேல் களிற்றொடு போக்கி வருபவன்\nமெய்வேல் பறியா நகும்,கைவேல் களிற்றொடு போக்கி வருபவன்\nமெய்வேல் பறியா நகும்,"கையில்‌ ஏந்திய வேலை ஒரு யானையின்‌ மேல்‌ எறிந்து துரத்திவிட்டு, வேறு வேல்‌ தேடி வருகின்றவன்‌ தன்‌ மார்பில்பட்டிருந்த வேலைக்‌ கண்டு பறித்து மகிழ்கின்றான்‌.","The hero who after casting the lance in his hand on an elephant, comes (in search of another) willpluck the one (that sticks) in his body and laugh (exultingly).",,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
775,விழித்தகண் வேல்கொண் டெறிய\nஅழித்திமைப்பின் ஒட்டன்றோ வன்க ணவர்க்கு,விழித்தகண் வேல்கொண் டெறிய\nஅழித்திமைப்பின் ஒட்டன்றோ வன்க ணவர்க்கு,"பகைவரைச்‌ சினந்து நோக்கிய கண்‌, அவர்‌ வேலைக்‌ கொண்டு எறிந்தபோது மூடி இமைக்குமானாலும்‌, அது வீரமுடையவர்க்குத்‌ தோல்வி அன்றோ?",Is it not a defeat to the valiant to wink and destroy their ferocious look when a lance in cast at them(by their foe) ?,,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
776,விழுப்பண் படாதநாள் எல்லாம்\nவழுக்கினுள் வைக்கும்தன் நாளை எடுத்து,விழுப்பண் படாதநாள் எல்லாம்\nவழுக்கினுள் வைக்கும்தன் நாளை எடுத்து,வீரன்‌ கழிந்த தன்‌ நாட்களைக்‌ கணக்கிட்டு விழுப்புண்‌ படாத நாட்களை எல்லாம்‌ பயன்படாமல்‌ தவறிய நாட்களுள்‌ சேர்ப்பான்‌.,The hero will reckon among wasted days all those on which he had not received severe wounds.,,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
777,சுழலும் இசைவேண்டி வேண்டா உயிரார்\nகழல்யாப்புக் காரிகை நீர்த்து,சுழலும் இசைவேண்டி வேண்டா உயிரார்\nகழல்யாப்புக் காரிகை நீர்த்து,"பரந்து நிற்கும்‌ புகழை விரும்பி, உயிர்வாழ்வையும்‌ விரும்பாத வீரர்‌, வீரக்‌ கழலைக்‌ காலில்‌ கட்டிக்‌ கொள்ளுதல்‌ அழகு செய்யும்‌ தன்மையுடையதாகும்‌.",The fastening of ankle-ring by those who disire a world-wide renown and not (the safety of) theirlives is like adorning (themselves).,,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
778,உறின்உயிர் அஞ்சா மறவர் இறைவன்\nசெறினும் சீர்குன்றல் இலர்,உறின்உயிர் அஞ்சா மறவர் இறைவன்\nசெறினும் சீர்குன்றல் இலர்,"போர்‌ வந்தாலும்‌ உயிரின்‌ பொருட்டு அஞ்சாமல்‌ போர்‌ செய்யத்‌ துணியும்‌ வீரர்‌, அரசன்‌ சினந்தாலும்‌ தம்முடைய சிறப்புக்‌ குன்றாதவர்‌ ஆவார்‌.","The heroes who are not afraid of losing their life in a contest will not cool their ardour, even if theking prohibits (their fighting).",,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
779,இழைத்தது இகவாமைச் சாவாரை யாரே\nபிழைத்தது ஒறுக்கிற் பவர்,இழைத்தது இகவாமைச் சாவாரை யாரே\nபிழைத்தது ஒறுக்கிற் பவர்,"தாம்‌ உரைத்த சூள்‌ தவறாதபடி போர்செய்து சாகவல்லவரை, அவர்‌ செய்த பிழைக்காகத்‌ தண்டிக்க வல்லவர்‌ யார்‌?",Who would reproach with failure those who seal their oath with their death ?,,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
780,புரந்தார்கண் நீர்மல்கச் சாகிற்பின்\nசாக்காடு இரந்துகோள் தக்கது உடைத்து,புரந்தார்கண் நீர்மல்கச் சாகிற்பின்\nசாக்காடு இரந்துகோள் தக்கது உடைத்து,"தம்மைக்‌ காத்த தலைவருடைய கண்கள்‌ நீர்‌ பெருக்குமாறு சாகப்‌ பெற்றால்‌, சாவு இரந்தாவது பெற்றுக்‌ கொள்ளத்‌ தக்க பெருமை உடையதாகும்‌.","If (heroes) can so die as to fill with tears the eyes of their rulers, such a death deserves to be obtainedeven by begging.",,,,,பொருட்பால்,படைச்செருக்கு,wealth,,
781,செயற்கரிய யாவுள நட்பின் அதுபோல்\nவினைக்கரிய யாவுள காப்பு,செயற்கரிய யாவுள நட்பின் அதுபோல்\nவினைக்கரிய யாவுள காப்பு,நட்பைப்போல்‌ செய்துகொள்வதற்கு அருமையானவை எவை உள்ளன? அதுபோல்‌ தொழிலுக்கு அரிய காவலாக இருப்பவை எவை உள்ளன?,What things are there so difficult to acquire as friendship ? What guards are there so difficult tobreak through by the efforts (of one’s foes) ?,,,,,பொருட்பால்,நட்பு,wealth,,
782,நிறைநீர நீரவர் கேண்மை பிறைமதிப்\nபின்னீர பேதையார் நட்பு,நிறைநீர நீரவர் கேண்மை பிறைமதிப்\nபின்னீர பேதையார் நட்பு,அறிவுடையவரின்‌ நட்பு பிறை நிறைந்துவருதல்‌ போன்ற தன்மையுடையன; அறிவில்லாதவரின்‌ நட்பு முழுமதி தேய்ந்து பின்செல்லுதல்‌ போன்ற தன்மையுடையன.,The friendship of the wise waxes like the new moon; (but) that of fools wanes like the full moon.,,,,,பொருட்பால்,நட்பு,wealth,,
783,நவில்தொறும் நூல்நயம் போலும்\nபயில்தொறும் பண்புடை யாளர் தொடர்பு,நவில்தொறும் நூல்நயம் போலும்\nபயில்தொறும் பண்புடை யாளர் தொடர்பு,"பழகப்‌ பழக நற்பண்பு உடையவரின்‌ நட்பு இன்பம்‌ தருதல்‌, நூலின்‌ நற்பொருள்‌ கற்கக்‌ கற்க மேன்மேலும்‌ இன்பம்‌ தருதலைப்‌ போன்றதாகும்‌.","Like learning, the friendship of the noble, the more it is cultivated, the more delightful does itbecome.",,,,,பொருட்பால்,நட்பு,wealth,,
784,நகுதற் பொருட்டன்று நட்டல்\nமிகுதிக்கண் மேற்செனறு இடித்தற் பொருட்டு,நகுதற் பொருட்டன்று நட்டல்\nமிகுதிக்கண் மேற்செனறு இடித்தற் பொருட்டு,நட்புச்‌ செய்தல்‌ ஒருவரோடு ஒருவர்‌ சிரித்து மகிழும்‌ பொருட்டு அன்று; நண்பர்‌ நெறி கடந்து சொல்லும்போது முற்பட்டுச்‌ சென்று இடித்துரைப்பதற்காகும்‌.,Friendship is to be practised not for the purpose of laughing but for that of being beforehand ingiving one another sharp rebukes in case of transgression.,,,,,பொருட்பால்,நட்பு,wealth,,
785,புணர்ச்சி பழகுதல் வேண்டா\nஉணர்ச்சிதான் நட்பாங் கிழமை தரும்,புணர்ச்சி பழகுதல் வேண்டா\nஉணர்ச்சிதான் நட்பாங் கிழமை தரும்,நட்புச்‌ செய்வதற்குத்‌ தொடர்பும்‌ பழக்கமும்‌ வேண்டியதில்லை; ஒத்த உணர்ச்சியே நட்பு ஏற்படுவதற்கு வேண்டிய உரிமையைக்‌ கொடுக்கும்‌.,Living together and holding frequent intercourse are not necessary (for friendship); (mutual)understanding can alone create a claim for it.,,,,,பொருட்பால்,நட்பு,wealth,,
786,முகநக நட்பது நட்பன்று\nநெஞ்சத்து அகநக நட்பது நட்பு,முகநக நட்பது நட்பன்று\nநெஞ்சத்து அகநக நட்பது நட்பு,முகம்‌ மட்டும்‌ மலரும்படியாக நட்புச்‌ செய்வது நட்பு அன்று; நெஞ்சமும்‌ மலரும்படியாக உள்ளன்புகொண்டு நட்புச்‌ செய்வதே நட்பு ஆகும்‌.,The love that dwells (merely in the smiles of the face is not friendship; (but) that which dwells deepin the smiles of the heart is true friendship.,,,,,பொருட்பால்,நட்பு,wealth,,
787,அழிவி னவைநீக்கி ஆறுய்த்து\nஅழிவின்கண் அல்லல் உழப்பதாம் நட்பு,அழிவி னவைநீக்கி ஆறுய்த்து\nஅழிவின்கண் அல்லல் உழப்பதாம் நட்பு,"அழிவைத்‌ தரும்‌ தீமைகளிலிருந்து நீக்கி, நல்ல வழியில்‌ நடக்கச்‌ செய்து, அழிவு வந்த காலத்தில்‌ உடனிருந்து துன்பப்படுவதே நட்பாகும்‌.","(True) friendship turns aside from evil (ways) makes (him) walk in the (good) way, and, in case ofloss if shares his sorrow (with him).",,,,,பொருட்பால்,நட்பு,wealth,,
788,உடுக்கை இழந்தவன் கைபோல ஆங்கே\nஇடுக்கண் களைவதாம் நட்பு,உடுக்கை இழந்தவன் கைபோல ஆங்கே\nஇடுக்கண் களைவதாம் நட்பு,"உடை நெகிழ்ந்தவனுடைய கை, உடனே உதவிக்‌ காப்பது போல்‌, (நண்பனுக்குத்‌ துன்பம்‌ வந்தால்‌) அப்பொழுதே சென்று துன்பத்தைக்‌ களைவது நட்பு.","As hand of him whose vesture slips away,Friendship at once the coming grief will stay.",,,,,பொருட்பால்,நட்பு,wealth,,
789,நட்பிற்கு வீற்றிருக்கை யாதெனின்\nகொட்பின்றி ஒல்லும்வாய் ஊன்றும் நிலை,நட்பிற்கு வீற்றிருக்கை யாதெனின்\nகொட்பின்றி ஒல்லும்வாய் ஊன்றும் நிலை,"நட்புக்குச்‌ சிறந்த நிலை எது என்றால்‌, எப்போதும்‌ வேறுபடுதல்‌ இல்லாமல்‌, முடியும்போதெல்லாம்‌ உதவி செய்து தாங்கும்‌ நிலையாகும்‌.","Friendship may be said to be on its throne when it possesses the power of supporting one at all timesand under all circumstances, (in the practice or virtue and wealth).",,,,,பொருட்பால்,நட்பு,wealth,,
790,இனையர் இவரெமக்கு இன்னம்யாம் என்று\nபுனையினும் புல்லென்னும் நட்பு,இனையர் இவரெமக்கு இன்னம்யாம் என்று\nபுனையினும் புல்லென்னும் நட்பு,"“இவர்‌, எமக்கு இத்தன்மையானவர்‌, யாம்‌ இவர்க்கு இத்தன்மையுடையேம்‌ என்று புனைந்துரைத்தாலும்‌ நட்புச்‌ சிறப்பிழந்துவிடும்‌.","Though friends may praise one another saying, “He is so intimate with us, and we so much (withhim)”; (still) such friendship will appear mean.",,,,,பொருட்பால்,நட்பு,wealth,,
791,நாடாது நட்டலிற் கேடில்லை\nநட்டபின் வீடில்லை நட்பாள் பவர்க்கு,நாடாது நட்டலிற் கேடில்லை\nநட்டபின் வீடில்லை நட்பாள் பவர்க்கு,நட்புச்‌ செய்தபிறகு நட்பை உடையவர்க்கு அதிலிருந்து விடுதலை இல்லை: ஆகையால்‌ ஆராயாமல்‌ நட்புச்‌ செய்வதைப்‌ போல்‌ கெடுதியானது வேறு இல்லை.,"As those who are of a friendly nature will not forsake (a friend) after once loving (him), there is noevil so great as contracting a friendship without due inquiry.",,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
792,ஆய்ந்தாய்ந்து கொள்ளாதான் கேண்மை கடைமுறை\nதான்சாம் துயரம் தரும்,ஆய்ந்தாய்ந்து கொள்ளாதான் கேண்மை கடைமுறை\nதான்சாம் துயரம் தரும்,"ஆராய்ந்து ஆராய்ந்து நட்புக்‌ கொள்ளாதவனுடைய நட்பு, இறுதியில்‌ தான்‌ சாவதற்குக்‌ காரணமான துயரத்தை உண்டாக்கிவிடும்‌.",The friendship contracted by him who has not made repeated inquiry will in the end grieve (him) todeath.,,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
793,குணமும் குடிமையும் குற்றமும் குன்றா\nஇனனும் அறிந்தியாக்க நட்பு,குணமும் குடிமையும் குற்றமும் குன்றா\nஇனனும் அறிந்தியாக்க நட்பு,"ஒருவனுடைய குணத்தையும்‌, குடிப்பிறப்பையும்‌, குற்றத்தையும்‌, குறையாத இனத்தாரின்‌ இயல்பையும்‌ அறிந்து அவனோடு நட்புக்‌ கொள்ளவேண்டும்‌.","Make friendship (with one) after ascertaining (his) character, birth, defects and the whole of one’srelations.",,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
794,குடிப்பிறந்து தன்கண் பழிநாணு வானைக்\nகொடுத்தும் கொளல்வேண்டும் நட்பு,குடிப்பிறந்து தன்கண் பழிநாணு வானைக்\nகொடுத்தும் கொளல்வேண்டும் நட்பு,"உயர்ந்த குடியில்‌ பிறந்து, தன்னிடத்தில்‌ வரக்கூடிய பழிக்கு நாணுகின்றவனைப்‌ பொருள்‌ கொடுத்தாவது நட்புக்‌ கொள்ளவேண்டும்‌.","The friendship of one who belongs to a (good) family and is afraid of (being charged with) guilt, isworth even purchasing.",,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
795,அழச்சொல்லி அல்லது இடித்து வழக்கறிய\nவல்லார்நட்பு ஆய்ந்து கொளல்,அழச்சொல்லி அல்லது இடித்து வழக்கறிய\nவல்லார்நட்பு ஆய்ந்து கொளல்,"நன்மையில்லாத செயலைக்‌ கண்டபோது வருந்தும்‌ படியாக இடித்துச்‌ சொல்லி, உலக நடையை அறிய வல்லவரின்‌ நட்பை ஆராய்ந்து கொள்ளவேண்டும்‌.",You should examine and secure the friendship of those who can speak so as to make you weep over acrime (before its commission) or rebuke you severely (after you have done it) and are able to teachyou (the ways of) the world.,,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
796,கேட்டினும் உண்டோர் உறுதி கிளைஞரை\nநீட்டி அளப்பதோர் கோல்,கேட்டினும் உண்டோர் உறுதி கிளைஞரை\nநீட்டி அளப்பதோர் கோல்,கேடு வந்தபோதும்‌ ஒருவகை நன்மை உண்டு; அக்கேடு ஒருவனுடைய நண்பரின்‌ இயல்புகளை நீட்டி அளந்து பார்ப்பதொரு கோலாகும்‌.,Even in ruin there is some good; (for) it is a rod by which one may measure fully (the affection ofone’s) relations.,,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
797,ஊதியம் என்பது ஒருவற்குப் பேதையார்\nகேண்மை ஒரீஇ விடல்,ஊதியம் என்பது ஒருவற்குப் பேதையார்\nகேண்மை ஒரீஇ விடல்,"ஒருவனுக்கு ஊதியம்‌ என்று சொல்லப்படுவது, அறிவில்லாதவருடன்‌ செய்துகொண்ட நட்பிலிருந்து நீங்கி அவரைக்‌ கைவிடுதலாகும்‌,",It is indead a gain for one to renounce the friendship of fools.,,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
798,உள்ளற்க உள்ளம் சிறுகுவ கொள்ளற்க\nஅல்லற்கண் ஆற்றறுப்பார் நட்பு,உள்ளற்க உள்ளம் சிறுகுவ கொள்ளற்க\nஅல்லற்கண் ஆற்றறுப்பார் நட்பு,ஊக்கம்‌ குறைவதற்குக்‌ காரணமான செயல்களை எண்ணாமலிருக்கவேண்டும்‌; அதுபோல்‌ துன்பம்‌ வந்த போது கைவிடுகின்றவரின்‌ நட்பைக்‌ கொள்ளாதிருக்க வேண்டும்‌.,"Do not think of things that discourage your mind, nor contract friendship with those who wouldforsake you in adversity.",,,,,பொருட்பால்,நட்பாராய்தல்,wealth,,
